EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,Education,EducationField,DistanceFromHome,MonthlyIncome,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,NumCompaniesWorked,TrainingTimesLastYear,OverTime,BusinessTravel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,RelationshipSatisfaction,PerformanceRating,Attrition
1131,37,Male,Divorced,Human Resources,HR Manager,1,4,Medical,8,35673,13,1,8,4,3,2,4,2,No,Travel_Rarely,4,4,4,2,1,3,No
1132,20,Female,Single,Research & Development,R&D Manager,2,3,Other,16,68474,18,0,2,0,0,0,4,2,No,Travel_Rarely,3,2,2,3,4,3,Yes
1133,30,Male,Divorced,Research & Development,Manufacturing Director,3,2,Other,15,72375,11,1,9,8,2,3,3,2,Yes,Travel_Rarely,3,3,3,2,2,3,No
1134,40,Male,Single,Human Resources,HR Manager,1,4,Technical Degree,4,38359,25,0,4,1,0,0,2,3,No,Non-Travel,4,2,2,3,3,3,No
1135,48,Female,Married,Sales,Sales Manager,3,4,Marketing,2,81030,11,0,16,11,6,2,1,1,No,Travel_Frequently,2,2,1,3,3,3,No
1136,37,Male,Single,IT,IT Support,4,2,Marketing,12,129652,16,1,12,12,7,1,1,2,No,Travel_Rarely,1,3,4,4,4,3,No
1137,33,Male,Single,Research & Development,Manufacturing Director,2,5,Human Resources,8,66800,13,1,7,1,0,1,1,2,No,Travel_Frequently,4,3,4,3,1,3,No
1138,45,Female,Divorced,Sales,Sales Manager,2,3,Human Resources,9,50826,14,0,6,0,0,0,3,3,No,Travel_Rarely,2,4,3,3,3,3,No
1139,35,Male,Single,Sales,Sales Executive,2,3,Human Resources,1,59632,11,1,14,8,3,0,0,5,No,Travel_Rarely,2,3,2,3,3,3,No
1140,45,Male,Married,Research & Development,Research Scientist,2,4,Medical,4,77525,21,1,4,3,1,2,4,3,Yes,Travel_Rarely,4,3,2,3,2,3,No
1141,48,Female,Single,Research & Development,Manufacturing Director,1,2,Marketing,6,50848,19,1,10,6,5,1,3,3,Yes,Travel_Rarely,3,3,4,2,3,3,No
1142,31,Female,Single,Finance,Financial Analyst,2,2,Human Resources,11,77952,11,2,9,2,1,1,3,2,No,Travel_Rarely,3,4,1,1,2,3,No
1143,22,Female,Single,IT,IT Support,2,3,Technical Degree,5,85895,11,1,4,0,0,0,2,2,Yes,Travel_Rarely,4,3,3,1,3,3,No
1144,29,Male,Divorced,Finance,Financial Analyst,1,4,Technical Degree,1,42814,20,0,7,2,1,1,1,4,No,Travel_Rarely,3,3,4,2,2,3,No
1145,38,Female,Married,Research & Development,Laboratory Technician,1,3,Medical,1,42112,17,2,5,2,1,0,1,4,No,Travel_Rarely,2,2,3,2,1,3,Yes
1146,32,Female,Single,IT,Software Engineer,2,5,Other,6,72752,11,0,7,5,3,0,6,1,Yes,Travel_Rarely,3,4,2,2,4,3,Yes
1147,23,Male,Divorced,Sales,Sales Manager,1,4,Human Resources,4,37676,12,1,4,1,0,1,3,3,Yes,Travel_Frequently,3,3,3,1,4,4,Yes
1148,38,Male,Married,Sales,Sales Executive,5,4,Marketing,1,86244,12,0,20,14,12,2,4,2,No,Travel_Rarely,3,4,3,2,3,3,No
1149,52,Male,Single,Sales,Sales Representative,3,2,Marketing,1,77774,15,1,7,6,3,0,7,3,No,Travel_Frequently,3,2,2,4,2,3,No
1150,35,Male,Divorced,Research & Development,Laboratory Technician,2,4,Human Resources,4,73322,17,1,16,9,8,0,6,6,No,Travel_Rarely,4,3,1,3,4,3,No
1151,31,Female,Married,Research & Development,Manufacturing Director,4,3,Human Resources,1,109437,14,0,11,11,5,2,2,3,No,Travel_Frequently,3,2,1,3,2,4,No
1152,32,Female,Single,Research & Development,Research Scientist,2,3,Technical Degree,1,68889,11,0,8,5,4,1,5,2,No,Travel_Rarely,3,3,2,3,4,3,No
1153,49,Female,Married,Human Resources,HR Executive,3,2,Life Sciences,1,73986,15,1,19,13,4,2,2,2,Yes,Travel_Rarely,3,4,3,2,4,3,No
1154,20,Female,Divorced,Research & Development,Manufacturing Director,2,4,Technical Degree,7,58992,14,2,2,0,0,0,1,3,Yes,Travel_Rarely,3,3,2,3,2,3,Yes
1155,41,Male,Single,Research & Development,Research Scientist,2,3,Technical Degree,1,67609,15,2,5,1,0,1,0,0,No,Travel_Rarely,2,2,2,3,4,3,No
1156,23,Female,Single,Research & Development,Laboratory Technician,1,3,Other,11,42431,12,0,5,3,2,0,6,2,No,Non-Travel,3,4,3,3,2,4,No
1157,21,Female,Single,Research & Development,Manufacturing Director,1,4,Medical,1,50277,13,2,2,1,0,0,1,1,No,Travel_Rarely,3,4,3,3,4,3,No
1158,44,Male,Single,Research & Development,R&D Manager,2,3,Other,12,65990,11,1,2,0,0,0,2,2,Yes,Travel_Rarely,2,4,3,2,3,3,Yes
1159,26,Male,Divorced,Research & Development,Laboratory Technician,2,2,Life Sciences,1,57126,14,0,8,6,5,2,2,3,Yes,Travel_Rarely,3,4,3,4,3,3,No
1160,49,Female,Married,Human Resources,HR Manager,4,4,Medical,3,69798,12,1,20,13,8,0,2,5,Yes,Travel_Rarely,3,3,3,2,1,3,No
1161,59,Male,Married,Sales,Sales Representative,1,5,Other,8,40809,18,2,4,1,0,0,5,4,Yes,Travel_Rarely,3,3,4,1,3,3,No
1162,41,Male,Single,Research & Development,Research Scientist,5,3,Technical Degree,2,135684,15,1,14,13,9,5,6,4,Yes,Travel_Rarely,3,2,2,2,2,4,No
1163,30,Female,Single,Research & Development,Research Scientist,1,4,Technical Degree,1,49922,13,1,5,0,0,0,0,5,Yes,Travel_Rarely,3,4,3,1,4,3,Yes
1164,27,Male,Married,Research & Development,Research Scientist,2,3,Other,3,70611,18,3,9,7,4,0,6,5,Yes,Travel_Frequently,2,4,2,3,4,3,No
1165,44,Male,Single,Sales,Sales Manager,3,2,Other,1,63212,13,0,20,14,12,1,3,2,No,Travel_Frequently,4,4,3,2,2,3,No
1166,45,Male,Single,Research & Development,R&D Manager,2,2,Medical,8,66508,13,1,4,1,0,0,3,5,No,Travel_Rarely,4,3,3,2,4,3,No
1167,29,Female,Married,IT,IT Manager,2,5,Other,5,80685,11,0,1,0,0,0,2,3,No,Travel_Rarely,3,1,3,2,3,3,No
1168,47,Male,Single,Research & Development,Research Scientist,2,2,Life Sciences,1,61562,11,1,13,11,3,2,0,4,No,Travel_Rarely,2,1,2,3,3,3,No
1169,22,Male,Divorced,Research & Development,Laboratory Technician,2,2,Technical Degree,1,55587,11,0,4,2,1,0,1,3,No,Travel_Rarely,4,4,3,4,3,3,No
1170,41,Female,Single,Research & Development,Laboratory Technician,1,4,Medical,9,51191,17,2,2,0,0,0,0,2,No,Travel_Rarely,3,4,3,4,3,3,No
1171,40,Female,Married,Research & Development,Manufacturing Director,2,3,Marketing,6,61745,16,0,7,5,3,0,2,4,No,Travel_Rarely,1,3,2,3,3,3,Yes
1172,46,Male,Divorced,Research & Development,Manufacturing Director,2,2,Marketing,1,61014,15,0,4,0,0,0,1,1,No,Travel_Rarely,2,4,4,3,2,3,No
1173,53,Male,Married,IT,Software Engineer,1,5,Human Resources,1,51712,19,2,7,1,0,0,2,5,No,Travel_Frequently,4,2,3,2,4,3,No
1174,43,Male,Single,IT,Data Analyst,1,4,Other,1,59609,14,1,1,1,0,1,4,3,Yes,Travel_Rarely,3,4,1,2,3,3,Yes
1175,47,Male,Single,Research & Development,Research Scientist,1,1,Technical Degree,23,48157,17,1,5,2,1,2,3,1,No,Travel_Frequently,3,3,3,4,1,3,Yes
1176,38,Female,Married,Research & Development,R&D Manager,4,5,Marketing,10,94342,20,0,9,9,8,4,3,4,Yes,Travel_Rarely,3,3,3,2,4,3,No
1177,41,Female,Married,IT,IT Support,2,1,Technical Degree,8,69212,17,0,2,2,1,1,1,2,No,Travel_Rarely,4,4,3,3,4,3,No
1178,40,Female,Married,Research & Development,Laboratory Technician,2,4,Human Resources,6,61654,11,2,9,9,5,0,3,3,Yes,Travel_Rarely,2,4,3,2,3,3,No
1179,36,Male,Single,Research & Development,Manufacturing Director,2,2,Technical Degree,6,66737,23,0,9,7,6,7,0,4,No,Travel_Rarely,2,3,3,2,4,4,No
1180,35,Male,Single,Finance,Accountant,2,3,Human Resources,1,73281,21,0,7,3,1,0,3,3,No,Travel_Rarely,4,1,3,2,3,4,No
1181,29,Male,Married,Research & Development,Laboratory Technician,1,3,Other,8,47660,16,0,2,0,0,0,1,4,Yes,Travel_Rarely,1,1,2,4,2,3,Yes
1182,30,Male,Single,Research & Development,Research Scientist,2,2,Technical Degree,1,62643,23,0,12,6,3,0,3,2,No,Travel_Rarely,3,2,3,3,1,3,No
1183,46,Female,Married,IT,Data Analyst,3,4,Medical,1,90267,15,1,10,4,3,0,1,4,Yes,Travel_Frequently,4,2,3,3,4,3,No
1184,30,Male,Single,IT,Data Analyst,2,3,Marketing,9,67283,20,1,12,10,5,0,6,3,Yes,Travel_Rarely,4,4,3,2,4,3,No
1185,30,Female,Single,Sales,Sales Manager,2,2,Marketing,4,56616,15,1,11,10,6,0,1,2,No,Travel_Frequently,2,2,2,3,3,3,No
1186,32,Male,Single,Sales,Sales Manager,2,3,Human Resources,1,63843,19,1,11,7,4,1,1,0,Yes,Travel_Rarely,2,2,2,3,1,4,Yes
1187,31,Male,Married,Sales,Sales Executive,3,4,Technical Degree,10,80295,15,0,13,8,6,0,1,3,No,Travel_Rarely,3,3,3,2,4,3,No
1188,38,Male,Married,Sales,Sales Executive,1,3,Human Resources,2,48620,14,1,6,1,0,0,1,1,Yes,Travel_Rarely,4,4,2,2,1,3,No
1189,40,Female,Married,Human Resources,HR Executive,3,3,Human Resources,9,72819,14,0,10,4,3,1,2,1,No,Travel_Frequently,3,4,4,4,2,3,No
1190,20,Female,Divorced,Sales,Sales Manager,1,2,Medical,9,44034,14,3,2,0,0,0,4,2,No,Travel_Rarely,4,2,3,2,2,3,No
1191,36,Female,Single,Research & Development,Laboratory Technician,1,2,Technical Degree,9,46637,19,3,5,2,0,1,2,4,Yes,Travel_Rarely,3,4,4,3,2,3,No
1192,24,Female,Married,Research & Development,Research Scientist,1,2,Medical,12,54450,11,1,2,0,0,0,2,1,No,Travel_Rarely,4,2,3,3,4,3,No
1193,59,Male,Single,Sales,Sales Representative,2,3,Other,16,53208,14,1,9,4,2,0,1,2,No,Travel_Rarely,3,4,3,3,2,3,No
1194,39,Male,Single,Sales,Sales Executive,1,4,Marketing,40,37058,17,2,6,0,0,0,3,3,Yes,Travel_Rarely,2,1,4,4,2,3,No
1195,30,Male,Single,Sales,Sales Representative,2,3,Other,10,58603,17,3,5,1,0,1,1,4,Yes,Travel_Rarely,4,3,4,2,3,4,No
1196,22,Male,Married,Finance,Financial Analyst,2,2,Life Sciences,8,60444,11,2,2,2,1,0,2,4,No,Travel_Rarely,3,3,1,3,3,3,No
1197,33,Male,Divorced,Sales,Sales Representative,3,4,Technical Degree,13,81487,11,2,15,13,6,0,1,3,Yes,Travel_Rarely,2,4,3,3,3,3,No
1198,31,Female,Married,Finance,Finance Manager,2,3,Other,13,71607,18,1,7,1,0,1,2,3,No,Travel_Rarely,1,1,3,1,3,3,No
1199,33,Male,Married,Research & Development,R&D Manager,1,1,Medical,9,50839,12,3,4,1,0,1,1,5,No,Travel_Rarely,4,4,3,4,1,3,No
1200,28,Male,Married,Sales,Sales Representative,1,3,Technical Degree,19,46762,17,1,6,3,1,0,3,5,No,Non-Travel,2,4,3,2,3,3,No
1201,28,Male,Married,Sales,Sales Executive,2,2,Life Sciences,1,62031,12,1,0,0,0,0,0,3,No,Travel_Frequently,4,1,4,3,3,3,No
1202,27,Male,Married,IT,IT Support,2,4,Marketing,1,71663,11,0,9,5,3,0,3,3,No,Travel_Rarely,3,3,3,3,2,3,Yes
1203,31,Female,Single,Sales,Sales Executive,2,4,Marketing,10,61626,13,0,3,0,0,0,4,1,Yes,Travel_Rarely,4,4,3,3,4,3,Yes
1204,38,Male,Married,IT,IT Support,1,2,Human Resources,2,56840,17,1,8,1,0,1,2,4,Yes,Travel_Rarely,4,2,3,2,4,3,No
1205,37,Male,Married,Sales,Sales Representative,2,2,Human Resources,12,60018,17,1,5,5,1,0,6,3,No,Travel_Rarely,3,4,3,4,4,4,No
1206,25,Female,Divorced,Finance,Financial Analyst,2,4,Marketing,1,68705,16,0,2,1,0,0,4,6,No,Travel_Rarely,1,4,2,2,4,3,Yes
1207,28,Male,Married,Sales,Sales Representative,1,3,Life Sciences,10,40637,12,2,10,5,4,2,2,3,No,Travel_Frequently,2,4,4,4,1,3,No
1208,29,Male,Married,IT,IT Support,2,3,Medical,2,80995,11,0,4,1,0,0,2,2,No,Travel_Rarely,4,3,4,4,3,4,No
1209,40,Male,Married,Research & Development,Manufacturing Director,2,3,Human Resources,5,65853,19,1,10,3,2,3,6,0,No,Travel_Rarely,4,4,3,3,3,3,No
1210,42,Male,Married,IT,Software Engineer,2,3,Medical,1,84811,11,0,1,1,0,0,4,2,No,Travel_Rarely,2,4,3,3,1,3,Yes
1211,40,Male,Married,Research & Development,Manufacturing Director,1,4,Human Resources,4,53883,13,2,2,0,0,0,1,4,No,Travel_Rarely,2,1,2,1,2,3,No
1212,44,Male,Married,Finance,Financial Analyst,1,3,Marketing,9,55397,15,1,5,1,0,1,2,3,No,Travel_Rarely,4,4,3,2,3,3,No
1213,53,Male,Married,Human Resources,HR Executive,1,2,Technical Degree,2,39996,14,2,2,0,0,0,3,2,No,Travel_Rarely,3,3,4,3,3,3,No
1214,31,Male,Single,Research & Development,Laboratory Technician,1,3,Technical Degree,8,47865,11,0,1,0,0,0,2,2,No,Travel_Rarely,1,4,3,4,4,3,No
1215,36,Male,Single,Sales,Sales Executive,2,2,Technical Degree,1,59817,14,3,3,3,2,2,4,3,No,Travel_Rarely,1,2,3,2,2,4,No
1216,35,Female,Single,Research & Development,R&D Manager,1,4,Medical,16,49146,20,2,3,1,0,0,2,3,No,Travel_Rarely,4,3,1,4,2,3,No
1217,28,Female,Single,Research & Development,Research Scientist,4,3,Medical,7,87489,18,0,10,8,3,0,3,1,Yes,Travel_Rarely,1,2,3,3,4,3,No
1218,41,Male,Single,IT,Data Analyst,1,4,Human Resources,14,63574,11,1,7,0,0,0,4,2,No,Travel_Rarely,4,4,3,3,4,3,No
1219,38,Male,Married,Research & Development,Research Scientist,2,3,Human Resources,9,62978,18,0,4,3,2,3,2,3,No,Travel_Rarely,3,3,3,2,4,4,No
1220,35,Female,Married,IT,IT Support,1,4,Technical Degree,16,60074,11,1,7,5,4,1,3,2,No,Non-Travel,4,1,3,3,3,3,No
1221,26,Male,Single,Sales,Sales Representative,2,4,Technical Degree,1,49562,14,0,3,1,0,1,3,3,No,Travel_Frequently,4,4,3,3,1,3,No
1222,32,Male,Single,Research & Development,Manufacturing Director,2,3,Life Sciences,8,60798,11,1,6,3,1,2,4,1,Yes,Travel_Rarely,3,3,3,4,3,4,No
1223,50,Male,Single,Sales,Sales Manager,3,2,Marketing,6,78182,14,0,11,5,1,1,1,4,No,Travel_Rarely,2,4,2,3,3,3,No
1224,45,Male,Single,Research & Development,Laboratory Technician,2,3,Other,3,74585,14,2,6,1,0,0,1,4,Yes,Travel_Rarely,4,4,2,1,1,3,No
1225,51,Male,Married,Research & Development,R&D Manager,1,4,Technical Degree,2,50668,11,2,6,4,1,4,2,1,No,Travel_Rarely,1,2,2,1,3,4,No
1226,20,Male,Single,Research & Development,Manufacturing Director,1,4,Medical,2,44331,15,2,2,0,0,0,1,2,No,Non-Travel,3,4,3,3,4,3,No
1227,55,Male,Single,Sales,Sales Executive,2,1,Life Sciences,7,51541,18,0,2,0,0,0,3,3,No,Non-Travel,4,4,3,3,1,3,No
1228,44,Male,Single,Human Resources,HR Manager,3,5,Marketing,6,69033,17,0,15,9,7,4,5,2,Yes,Travel_Rarely,4,2,3,4,1,3,No
1229,20,Female,Single,Research & Development,R&D Manager,1,3,Life Sciences,3,54333,17,0,2,0,0,0,4,3,Yes,Travel_Rarely,3,4,2,4,3,3,Yes
1230,36,Female,Married,Sales,Sales Executive,2,4,Life Sciences,8,67884,11,0,7,3,2,1,4,5,No,Travel_Rarely,4,3,3,3,1,3,No
1231,26,Female,Married,Research & Development,Manufacturing Director,1,3,Life Sciences,1,51449,13,3,6,0,0,0,4,1,No,Travel_Rarely,2,1,2,3,3,4,Yes
1232,33,Female,Single,Research & Development,Research Scientist,3,3,Life Sciences,1,88712,19,1,4,4,3,4,3,5,No,Non-Travel,2,1,1,1,4,3,Yes
1233,31,Male,Single,Finance,Accountant,2,1,Human Resources,11,57724,15,1,4,3,2,0,2,5,Yes,Travel_Rarely,1,2,3,4,3,3,Yes
1234,33,Female,Single,IT,IT Support,5,4,Medical,1,150621,14,0,14,13,4,0,3,4,No,Travel_Rarely,2,3,1,3,2,3,No
1235,43,Female,Married,IT,IT Manager,2,2,Other,1,77025,16,0,9,3,1,1,4,0,No,Non-Travel,3,3,4,3,2,3,No
1236,30,Female,Married,Research & Development,Manufacturing Director,1,4,Life Sciences,5,42204,13,0,8,2,1,2,1,3,No,Travel_Rarely,3,1,3,3,4,3,No
1237,50,Male,Divorced,IT,IT Support,2,4,Human Resources,36,67545,19,0,6,0,0,0,4,3,No,Travel_Frequently,3,4,2,4,4,3,No
1238,42,Male,Married,Sales,Sales Executive,2,3,Other,17,49309,11,0,12,11,9,2,5,5,No,Travel_Rarely,4,3,3,3,4,3,No
1239,49,Male,Divorced,Human Resources,Recruiter,4,2,Medical,8,73087,16,0,14,9,5,5,0,4,Yes,Travel_Frequently,3,4,3,3,1,3,No
1240,44,Female,Married,Finance,Accountant,2,4,Medical,6,77432,21,1,7,1,0,0,0,2,Yes,Travel_Frequently,1,3,3,3,3,3,Yes
1241,35,Male,Divorced,Research & Development,Laboratory Technician,1,4,Technical Degree,7,56384,16,1,5,3,2,2,2,0,No,Travel_Rarely,2,3,3,3,2,3,No
1242,30,Male,Single,IT,IT Support,2,4,Human Resources,12,75093,14,1,6,0,0,0,4,4,Yes,Travel_Frequently,4,2,3,3,2,3,No
1243,43,Male,Married,Sales,Sales Manager,1,3,Medical,6,42002,11,0,4,0,0,0,1,2,No,Travel_Rarely,3,3,3,3,1,3,No
1244,42,Male,Single,Research & Development,Laboratory Technician,1,2,Human Resources,23,50748,15,0,1,0,0,0,1,4,Yes,Travel_Rarely,4,4,2,3,4,3,No
1245,49,Male,Single,IT,Data Analyst,1,3,Marketing,5,62158,11,1,0,0,0,0,3,5,Yes,Travel_Frequently,4,2,4,3,3,3,No
1246,30,Male,Single,Finance,Finance Manager,1,1,Life Sciences,6,49515,11,1,2,1,0,0,2,2,No,Travel_Frequently,4,2,1,3,1,3,No
1247,37,Male,Single,IT,IT Manager,1,3,Medical,9,50125,11,2,4,3,2,2,0,3,Yes,Travel_Rarely,3,4,3,4,2,3,No
1248,32,Female,Married,Research & Development,Laboratory Technician,2,2,Technical Degree,9,57373,14,0,10,9,4,3,3,3,No,Travel_Rarely,4,3,3,3,1,4,No
1249,26,Male,Married,Research & Development,Research Scientist,1,4,Technical Degree,4,53886,20,1,4,2,1,0,0,2,Yes,Travel_Frequently,2,1,3,4,2,3,No
1250,30,Male,Single,Sales,Sales Representative,1,2,Life Sciences,1,46622,11,0,9,3,2,2,4,6,No,Travel_Rarely,3,2,4,3,1,3,No
1251,32,Male,Divorced,Sales,Sales Manager,3,4,Human Resources,13,67383,14,1,14,12,8,1,1,3,Yes,Non-Travel,2,3,2,2,2,4,No
1252,26,Male,Married,Research & Development,Manufacturing Director,2,2,Marketing,3,61733,14,0,3,0,0,0,3,3,No,Travel_Rarely,2,3,3,2,1,3,No
1253,42,Male,Divorced,Research & Development,Research Scientist,3,4,Life Sciences,1,70316,12,2,12,7,3,1,1,1,No,Travel_Rarely,4,3,3,3,1,4,No
1254,37,Male,Married,Sales,Sales Manager,2,2,Other,3,61436,15,1,2,2,0,0,3,4,No,Travel_Rarely,1,3,3,3,4,4,Yes
1255,35,Male,Married,Sales,Sales Executive,1,1,Other,21,37633,14,1,0,0,0,0,2,2,Yes,Travel_Rarely,1,4,3,3,4,3,No
1256,28,Male,Divorced,Sales,Sales Executive,4,2,Life Sciences,31,98677,13,1,10,8,7,0,3,2,No,Travel_Frequently,4,3,4,3,3,3,No
1257,30,Male,Divorced,Human Resources,HR Executive,1,4,Human Resources,19,40784,14,0,8,1,0,1,5,2,No,Travel_Rarely,4,3,3,4,4,4,No
1258,41,Male,Married,Finance,Finance Manager,1,3,Medical,8,59387,22,3,3,2,1,2,2,2,Yes,Travel_Frequently,3,4,2,2,2,3,No
1259,43,Male,Single,Research & Development,R&D Manager,4,2,Other,2,87164,11,0,16,14,13,1,4,3,No,Travel_Rarely,2,3,3,3,4,3,No
1260,47,Female,Single,Research & Development,R&D Manager,3,3,Human Resources,1,81309,11,0,7,4,1,1,2,1,No,Travel_Rarely,3,2,3,2,4,3,No
1261,33,Female,Married,IT,Software Engineer,1,4,Medical,2,57057,12,2,7,3,1,2,2,2,Yes,Travel_Rarely,4,3,3,3,2,3,No
1262,57,Female,Married,Research & Development,Manufacturing Director,5,2,Human Resources,1,105645,11,1,17,16,15,7,2,0,Yes,Travel_Frequently,4,4,2,2,4,3,No
1263,34,Male,Divorced,Sales,Sales Executive,2,2,Life Sciences,12,64677,19,0,12,6,2,0,4,1,No,Travel_Rarely,2,3,3,1,2,4,No
1264,23,Female,Divorced,Sales,Sales Executive,2,3,Marketing,4,59270,17,0,5,3,2,3,2,5,Yes,Travel_Frequently,1,4,4,3,3,3,Yes
1265,32,Male,Married,Research & Development,Manufacturing Director,1,1,Life Sciences,1,50404,17,0,8,2,0,1,0,3,Yes,Travel_Frequently,4,3,3,1,4,3,No
1266,50,Male,Single,IT,Software Engineer,2,3,Medical,15,83139,15,2,9,5,2,5,3,1,No,Travel_Rarely,4,4,2,3,4,3,No
1267,40,Male,Single,Finance,Financial Analyst,1,4,Human Resources,9,55151,16,0,8,2,1,0,1,4,Yes,Travel_Rarely,4,1,4,3,2,3,No
1268,42,Male,Married,Sales,Sales Manager,1,3,Life Sciences,3,37456,14,0,13,6,5,0,2,1,No,Travel_Frequently,3,2,2,3,4,3,No
1269,37,Female,Married,Finance,Finance Manager,5,2,Life Sciences,8,143310,14,1,17,17,10,1,1,0,No,Travel_Rarely,2,1,3,2,3,3,No
1270,20,Male,Single,Research & Development,Manufacturing Director,2,2,Other,1,60899,15,2,2,0,0,0,4,6,Yes,Travel_Rarely,2,4,3,2,2,3,No
1271,48,Male,Single,Sales,Sales Manager,1,3,Marketing,2,46631,12,0,5,3,1,3,2,2,Yes,Non-Travel,4,3,2,3,3,3,No
1272,20,Male,Married,Finance,Finance Manager,1,2,Other,19,56381,11,0,2,0,0,0,5,4,No,Travel_Frequently,4,2,3,3,4,3,No
1273,27,Female,Single,Sales,Sales Manager,1,5,Other,2,46114,15,0,9,3,2,3,1,2,No,Travel_Rarely,4,3,2,3,3,3,No
1274,38,Male,Married,Sales,Sales Representative,1,2,Marketing,3,49368,18,1,11,4,3,0,1,2,No,Travel_Rarely,2,1,3,1,2,3,No
1275,31,Male,Single,Research & Development,Manufacturing Director,3,2,Technical Degree,1,95609,16,2,8,6,4,1,2,4,No,Travel_Rarely,1,3,3,4,3,3,No
1276,41,Male,Single,Sales,Sales Manager,1,3,Life Sciences,11,38035,11,1,10,3,2,0,2,3,No,Travel_Rarely,4,4,2,3,4,3,No
1277,24,Male,Married,IT,IT Manager,2,4,Other,20,87040,11,0,6,4,3,2,4,2,No,Travel_Rarely,4,3,2,4,2,3,No
1278,34,Male,Married,Sales,Sales Manager,3,2,Human Resources,18,75678,11,2,7,7,4,3,1,2,No,Travel_Rarely,3,3,3,2,4,4,No
1279,37,Male,Single,Sales,Sales Executive,3,4,Marketing,17,74716,11,0,11,4,3,1,4,3,No,Travel_Rarely,4,2,3,3,4,3,No
1280,36,Male,Married,Sales,Sales Manager,1,4,Life Sciences,8,36231,12,0,9,2,0,2,2,4,Yes,Travel_Frequently,2,4,3,2,3,3,No
1281,36,Male,Single,Finance,Accountant,3,1,Other,1,89519,17,0,11,6,3,0,1,1,No,Travel_Rarely,4,2,3,2,4,3,No
1282,36,Male,Single,Sales,Sales Manager,1,3,Other,1,36953,11,2,2,1,0,1,5,5,No,Non-Travel,4,3,2,3,3,3,No
1283,60,Female,Single,Sales,Sales Executive,3,1,Other,8,68541,11,2,14,7,2,0,2,2,Yes,Travel_Rarely,4,2,2,3,4,4,No
1284,38,Male,Divorced,Sales,Sales Representative,2,5,Other,1,64388,21,0,5,0,0,0,2,3,No,Travel_Rarely,4,3,2,3,4,3,Yes
1285,20,Female,Divorced,Sales,Sales Manager,1,3,Other,6,36189,17,0,2,0,0,0,4,4,Yes,Travel_Rarely,1,4,3,3,3,3,Yes
1286,30,Male,Single,Research & Development,Laboratory Technician,1,2,Technical Degree,8,47783,12,2,6,0,0,0,4,3,No,Travel_Frequently,4,4,2,3,4,3,Yes
1287,35,Male,Single,Research & Development,Research Scientist,1,5,Human Resources,3,47305,17,0,1,1,0,1,5,2,Yes,Travel_Rarely,2,3,2,1,3,4,Yes
1288,33,Male,Divorced,Research & Development,R&D Manager,4,3,Other,6,110616,17,1,14,13,12,2,3,4,No,Travel_Rarely,2,4,1,1,3,3,No
1289,37,Female,Married,IT,IT Support,2,3,Technical Degree,1,84748,14,0,9,8,4,3,1,2,No,Travel_Rarely,3,1,3,1,3,3,No
1290,38,Female,Married,IT,IT Manager,5,3,Technical Degree,18,117253,20,1,18,18,14,0,3,2,No,Travel_Rarely,2,4,3,1,3,3,No
1291,53,Male,Married,IT,Data Analyst,1,4,Life Sciences,4,56590,20,1,5,3,1,1,2,4,No,Travel_Rarely,4,3,4,2,3,3,No
1292,30,Female,Single,Finance,Accountant,2,4,Life Sciences,1,62077,11,0,3,1,0,0,2,5,No,Travel_Rarely,3,2,3,4,3,3,No
1293,40,Female,Married,Finance,Finance Manager,2,3,Medical,11,66028,11,1,4,2,1,2,1,3,No,Travel_Rarely,1,4,2,3,4,3,No
1294,48,Male,Single,Finance,Finance Manager,1,1,Medical,7,55872,12,1,2,0,0,0,3,3,No,Travel_Rarely,4,3,4,4,1,3,Yes
1295,42,Male,Married,Sales,Sales Manager,2,2,Human Resources,1,52554,15,1,12,8,6,0,3,1,Yes,Travel_Rarely,4,4,3,2,1,3,No
1296,39,Male,Married,Sales,Sales Manager,2,1,Human Resources,1,67302,13,1,6,0,0,0,3,2,Yes,Travel_Rarely,1,4,3,3,3,3,No
1297,40,Female,Single,Sales,Sales Representative,1,3,Life Sciences,2,43356,15,1,6,2,1,2,4,2,No,Travel_Frequently,4,3,3,3,2,3,No
1298,32,Female,Married,Research & Development,Manufacturing Director,1,1,Medical,10,41633,11,1,5,0,0,0,3,2,Yes,Travel_Rarely,2,1,2,4,3,3,Yes
1299,32,Male,Married,Sales,Sales Representative,2,3,Other,5,60995,15,1,6,1,0,1,7,1,No,Travel_Frequently,4,4,3,3,1,4,Yes
1300,53,Female,Single,Finance,Accountant,1,4,Life Sciences,22,47969,13,3,6,2,0,1,3,1,Yes,Travel_Frequently,4,4,3,3,4,3,No
1301,31,Female,Married,IT,Software Engineer,1,2,Other,20,55603,24,0,6,0,0,0,3,3,Yes,Travel_Rarely,4,2,3,2,4,3,No
1302,34,Female,Single,IT,Software Engineer,4,1,Marketing,27,110719,14,1,16,12,9,4,3,2,Yes,Travel_Rarely,1,2,3,3,4,4,No
1303,35,Male,Married,Research & Development,Research Scientist,2,3,Medical,12,59120,13,0,3,3,1,3,4,3,No,Travel_Rarely,4,4,3,4,4,3,No
